"","nGene","nUMI","orig.ident","percent.mito","CellType","res.0.6","Batch","Jun_Status"
"Cell_1389",709,1075,"Cell",0,"Young","2","Batch1","Low"
"Cell_1390",2100,5772,"Cell",0,"Young","4","Batch1","Low"
"Cell_1391",741,1186,"Cell",0,"Young","0","Batch1","High"
"Cell_1392",825,1391,"Cell",0,"Young","1","Batch1","Low"
"Cell_1393",2273,5447,"Cell",0,"Young","6","Batch1","Low"
"Cell_1394",744,1075,"Cell",0,"Young","2","Batch1","Low"
"Cell_1395",735,1107,"Cell",0,"Young","3","Batch1","Low"
"Cell_1396",703,1106,"Cell",0,"Young","1","Batch1","Low"
"Cell_1397",2075,4700,"Cell",0,"Young","5","Batch1","Low"
"Cell_1398",2177,4911,"Cell",0,"Young","6","Batch1","Low"
"Cell_1399",1123,1976,"Cell",0,"Young","1","Batch1","Low"
"Cell_1400",770,1170,"Cell",0,"Young","7","Batch1","Low"
"Cell_1401",707,1108,"Cell",0,"Young","2","Batch1","Low"
"Cell_1402",1473,2851,"Cell",0,"Young","0","Batch1","High"
"Cell_1403",657,935,"Cell",0,"Young","0","Batch1","High"
"Cell_1404",602,935,"Cell",0,"Young","1","Batch1","Low"
"Cell_1405",796,1217,"Cell",0,"Young","2","Batch1","Low"
"Cell_1406",1436,2979,"Cell",0,"Young","1","Batch1","Low"
"Cell_1407",1292,2531,"Cell",0,"Young","5","Batch1","Low"
"Cell_1408",1667,3496,"Cell",0,"Young","5","Batch1","Low"
"Cell_1409",2018,4628,"Cell",0,"Young","6","Batch1","Low"
"Cell_1410",1257,2178,"Cell",0,"Young","4","Batch1","Low"
"Cell_1411",703,1015,"Cell",0,"Young","3","Batch1","Low"
"Cell_1412",1140,2001,"Cell",0,"Young","1","Batch1","Low"
"Cell_1413",882,1431,"Cell",0,"Young","4","Batch1","Low"
"Cell_1414",1291,2508,"Cell",0,"Young","1","Batch1","Low"
"Cell_1415",1580,3263,"Cell",0,"Young","6","Batch1","Low"
"Cell_1416",1291,2566,"Cell",0,"Young","5","Batch1","Low"
"Cell_1417",875,1338,"Cell",0,"Young","3","Batch1","Low"
"Cell_1418",791,1245,"Cell",0,"Young","0","Batch1","High"
"Cell_1419",1393,2720,"Cell",0,"Young","2","Batch1","Low"
"Cell_1420",1198,2240,"Cell",0,"Young","1","Batch1","Low"
"Cell_1421",833,1414,"Cell",0,"Young","1","Batch1","Low"
"Cell_1422",803,1316,"Cell",0,"Young","0","Batch1","High"
"Cell_1423",892,1290,"Cell",0,"Young","3","Batch1","Low"
"Cell_1424",1293,2696,"Cell",0,"Young","9","Batch1","Low"
"Cell_1425",1722,10680,"Cell",0,"Young","6","Batch1","Low"
"Cell_1426",615,954,"Cell",0,"Young","3","Batch1","Low"
"Cell_1427",746,1139,"Cell",0,"Young","2","Batch1","Low"
"Cell_1428",632,905,"Cell",0,"Young","2","Batch1","Low"
"Cell_1429",562,908,"Cell",0,"Young","1","Batch1","Low"
"Cell_1430",637,894,"Cell",0,"Young","1","Batch1","Low"
"Cell_1431",1094,2000,"Cell",0,"Young","3","Batch1","Low"
"Cell_1432",1761,3467,"Cell",0,"Young","2","Batch1","Low"
"Cell_1433",752,1212,"Cell",0,"Young","4","Batch1","Low"
"Cell_1434",836,1414,"Cell",0,"Young","0","Batch1","High"
"Cell_1435",623,932,"Cell",0,"Young","1","Batch1","Low"
"Cell_1436",933,1781,"Cell",0,"Young","1","Batch1","Low"
"Cell_1437",1102,1906,"Cell",0,"Young","3","Batch1","Low"
"Cell_1438",818,1353,"Cell",0,"Young","2","Batch1","Low"
"Cell_1439",867,1476,"Cell",0,"Young","5","Batch1","Low"
"Cell_1440",757,1120,"Cell",0,"Young","0","Batch1","High"
"Cell_1441",678,1067,"Cell",0,"Young","0","Batch1","High"
"Cell_1442",1928,4505,"Cell",0,"Young","5","Batch1","Low"
"Cell_1443",791,1212,"Cell",0,"Young","4","Batch1","Low"
"Cell_1444",1065,1792,"Cell",0,"Young","1","Batch1","Low"
"Cell_1445",1325,2887,"Cell",0,"Young","4","Batch1","Low"
"Cell_1446",690,1009,"Cell",0,"Young","0","Batch1","High"
"Cell_1447",659,1113,"Cell",0,"Young","2","Batch1","Low"
"Cell_1448",785,1232,"Cell",0,"Young","0","Batch1","High"
"Cell_1449",1109,1900,"Cell",0,"Young","8","Batch1","Low"
"Cell_1450",1221,2211,"Cell",0,"Young","4","Batch1","Low"
"Cell_1451",1502,2906,"Cell",0,"Young","8","Batch1","Low"
"Cell_1452",2413,6255,"Cell",0,"Young","6","Batch1","Low"
"Cell_1453",944,1458,"Cell",0,"Young","2","Batch1","Low"
"Cell_1454",677,1037,"Cell",0,"Young","0","Batch1","High"
"Cell_1455",888,1499,"Cell",0,"Young","7","Batch1","Low"
"Cell_1457",713,1144,"Cell",0,"Young","2","Batch1","Low"
"Cell_1458",866,1454,"Cell",0,"Young","0","Batch1","High"
"Cell_1459",630,942,"Cell",0,"Young","7","Batch1","Low"
"Cell_1460",1137,2041,"Cell",0,"Young","2","Batch1","Low"
"Cell_1461",908,1522,"Cell",0,"Young","2","Batch1","Low"
"Cell_1462",1265,2391,"Cell",0,"Young","2","Batch1","Low"
"Cell_1463",606,940,"Cell",0,"Young","0","Batch1","High"
"Cell_1464",643,954,"Cell",0,"Young","3","Batch1","Low"
"Cell_1465",2011,4822,"Cell",0,"Young","5","Batch1","Low"
"Cell_1466",692,1027,"Cell",0,"Young","3","Batch1","Low"
"Cell_1467",1173,2089,"Cell",0,"Young","0","Batch1","High"
"Cell_1468",1298,2663,"Cell",0,"Young","0","Batch1","High"
"Cell_1469",1644,3077,"Cell",0,"Young","1","Batch1","Low"
"Cell_1470",1221,2302,"Cell",0,"Young","7","Batch1","Low"
"Cell_1471",633,1055,"Cell",0,"Young","0","Batch1","High"
"Cell_1472",1670,3538,"Cell",0,"Young","6","Batch1","Low"
"Cell_1473",1153,2012,"Cell",0,"Young","0","Batch1","High"
"Cell_1474",998,1484,"Cell",0,"Young","8","Batch1","Low"
"Cell_1476",881,1693,"Cell",0,"Young","9","Batch1","Low"
"Cell_1477",816,1323,"Cell",0,"Young","3","Batch1","Low"
"Cell_1478",1062,1706,"Cell",0,"Young","1","Batch1","Low"
"Cell_1479",1299,2495,"Cell",0,"Young","1","Batch1","Low"
"Cell_1480",610,911,"Cell",0,"Young","1","Batch1","Low"
"Cell_1481",1039,1974,"Cell",0,"Young","1","Batch1","Low"
"Cell_1482",1220,2631,"Cell",0,"Young","1","Batch1","Low"
"Cell_1483",1056,1910,"Cell",0,"Young","0","Batch1","High"
"Cell_1484",729,1249,"Cell",0,"Young","7","Batch1","Low"
"Cell_1485",1334,2936,"Cell",0,"Young","2","Batch1","Low"
"Cell_1486",883,1380,"Cell",0,"Young","1","Batch1","Low"
"Cell_1487",731,1119,"Cell",0,"Young","2","Batch1","Low"
"Cell_1488",1038,1772,"Cell",0,"Young","1","Batch1","Low"
"Cell_1489",642,961,"Cell",0,"Young","3","Batch1","Low"
"Cell_1490",985,1752,"Cell",0,"Young","3","Batch1","Low"
"Cell_1491",1143,2125,"Cell",0,"Young","2","Batch1","Low"
"Cell_1492",788,1121,"Cell",0,"Young","1","Batch1","Low"
"Cell_1493",1723,4010,"Cell",0,"Young","5","Batch1","Low"
"Cell_1494",789,1150,"Cell",0,"Young","0","Batch1","High"
"Cell_1495",1051,1723,"Cell",0,"Young","3","Batch1","Low"
"Cell_1496",1690,3362,"Cell",0,"Young","3","Batch1","Low"
"Cell_1497",814,1383,"Cell",0,"Young","0","Batch1","High"
"Cell_1498",965,1503,"Cell",0,"Young","6","Batch1","Low"
"Cell_1499",792,1248,"Cell",0,"Young","1","Batch1","Low"
"Cell_1500",1640,3135,"Cell",0,"Young","2","Batch1","Low"
"Cell_1501",612,936,"Cell",0,"Young","1","Batch1","Low"
"Cell_1502",823,1299,"Cell",0,"Young","0","Batch1","High"
"Cell_1503",820,1243,"Cell",0,"Young","4","Batch1","Low"
"Cell_1504",805,1271,"Cell",0,"Young","2","Batch1","Low"
"Cell_1505",657,1024,"Cell",0,"Young","7","Batch1","Low"
"Cell_1507",635,941,"Cell",0,"Young","0","Batch1","High"
"Cell_1508",931,1480,"Cell",0,"Young","1","Batch1","Low"
"Cell_1510",1025,2054,"Cell",0,"Young","7","Batch1","Low"
"Cell_1511",987,1501,"Cell",0,"Young","2","Batch1","Low"
"Cell_1512",2362,5695,"Cell",0,"Young","9","Batch1","Low"
"Cell_1513",1072,1929,"Cell",0,"Young","2","Batch1","Low"
"Cell_1514",1724,3793,"Cell",0,"Young","4","Batch1","Low"
"Cell_1515",718,1136,"Cell",0,"Young","3","Batch1","Low"
"Cell_1516",1654,3172,"Cell",0,"Young","7","Batch1","Low"
"Cell_1517",1050,1662,"Cell",0,"Young","0","Batch1","High"
"Cell_1518",745,1340,"Cell",0,"Young","1","Batch1","Low"
"Cell_1519",870,1329,"Cell",0,"Young","2","Batch1","Low"
"Cell_1520",1716,3564,"Cell",0,"Young","0","Batch1","High"
"Cell_1521",745,1087,"Cell",0,"Young","2","Batch1","Low"
"Cell_1522",1012,1639,"Cell",0,"Young","0","Batch1","High"
"Cell_1523",1395,2727,"Cell",0,"Young","1","Batch1","Low"
"Cell_1524",648,901,"Cell",0,"Young","2","Batch1","Low"
"Cell_1525",1326,2439,"Cell",0,"Young","2","Batch1","Low"
"Cell_1526",692,981,"Cell",0,"Young","3","Batch1","Low"
"Cell_1527",939,1559,"Cell",0,"Young","1","Batch1","Low"
"Cell_1528",818,1355,"Cell",0,"Young","1","Batch1","Low"
"Cell_1529",628,986,"Cell",0,"Young","4","Batch1","Low"
"Cell_1530",2102,5209,"Cell",0,"Young","6","Batch1","Low"
"Cell_1531",726,1197,"Cell",0,"Young","4","Batch1","Low"
"Cell_1533",1691,3548,"Cell",0,"Young","0","Batch1","High"
"Cell_1534",1573,3227,"Cell",0,"Young","6","Batch1","Low"
"Cell_1535",713,1070,"Cell",0,"Young","1","Batch1","Low"
"Cell_1536",1074,1884,"Cell",0,"Young","3","Batch1","Low"
"Cell_1537",997,1766,"Cell",0,"Young","1","Batch1","Low"
"Cell_1538",571,909,"Cell",0,"Young","2","Batch1","Low"
"Cell_1539",2100,5217,"Cell",0,"Young","6","Batch1","Low"
"Cell_1540",2178,4694,"Cell",0,"Young","6","Batch1","Low"
"Cell_1541",709,1058,"Cell",0,"Young","2","Batch1","Low"
"Cell_1542",688,1114,"Cell",0,"Young","0","Batch1","High"
"Cell_1543",1032,1623,"Cell",0,"Young","2","Batch1","Low"
"Cell_1544",630,937,"Cell",0,"Young","2","Batch1","Low"
"Cell_1545",1226,2334,"Cell",0,"Young","2","Batch1","Low"
"Cell_1546",834,1471,"Cell",0,"Young","1","Batch1","Low"
"Cell_1547",888,1442,"Cell",0,"Young","2","Batch1","Low"
"Cell_1548",624,957,"Cell",0,"Young","2","Batch1","Low"
"Cell_1549",880,1313,"Cell",0,"Young","2","Batch1","Low"
"Cell_1550",1043,2110,"Cell",0,"Young","0","Batch1","High"
"Cell_1551",832,1380,"Cell",0,"Young","2","Batch1","Low"
"Cell_1552",1041,1783,"Cell",0,"Young","4","Batch1","Low"
"Cell_1553",1383,2459,"Cell",0,"Young","7","Batch1","Low"
"Cell_1554",716,1058,"Cell",0,"Young","0","Batch1","High"
"Cell_1555",786,1954,"Cell",0,"Young","10","Batch1","Low"
"Cell_1556",1028,1769,"Cell",0,"Young","1","Batch1","Low"
"Cell_1557",1069,1833,"Cell",0,"Young","3","Batch1","Low"
"Cell_1558",927,1578,"Cell",0,"Young","0","Batch1","High"
"Cell_1559",926,1441,"Cell",0,"Young","1","Batch1","Low"
"Cell_1560",1238,2251,"Cell",0,"Young","7","Batch1","Low"
"Cell_1561",978,1685,"Cell",0,"Young","0","Batch1","High"
"Cell_1562",942,1642,"Cell",0,"Young","2","Batch1","Low"
"Cell_1563",951,1668,"Cell",0,"Young","0","Batch1","High"
"Cell_1564",1390,2947,"Cell",0,"Young","4","Batch1","Low"
"Cell_1566",1505,3093,"Cell",0,"Young","1","Batch1","Low"
"Cell_1567",2172,4834,"Cell",0,"Young","3","Batch1","Low"
"Cell_1568",891,1390,"Cell",0,"Young","3","Batch1","Low"
"Cell_1569",1325,2562,"Cell",0,"Young","3","Batch1","Low"
"Cell_1570",1317,2603,"Cell",0,"Young","0","Batch1","High"
"Cell_1571",729,1198,"Cell",0,"Young","2","Batch1","Low"
"Cell_1572",818,1433,"Cell",0,"Young","2","Batch1","Low"
"Cell_1573",865,1522,"Cell",0,"Young","0","Batch1","High"
"Cell_1574",1027,1650,"Cell",0,"Young","0","Batch1","High"
"Cell_1575",884,1327,"Cell",0,"Young","3","Batch1","Low"
"Cell_1576",1377,2500,"Cell",0,"Young","2","Batch1","Low"
"Cell_1577",667,970,"Cell",0,"Young","0","Batch1","High"
"Cell_1578",619,949,"Cell",0,"Young","0","Batch1","High"
"Cell_1579",790,1316,"Cell",0,"Young","1","Batch1","Low"
"Cell_1580",960,1555,"Cell",0,"Young","7","Batch1","Low"
"Cell_1581",662,994,"Cell",0,"Young","4","Batch1","Low"
"Cell_1582",819,1234,"Cell",0,"Young","3","Batch1","Low"
"Cell_1583",610,924,"Cell",0,"Young","1","Batch1","Low"
"Cell_1584",882,1390,"Cell",0,"Young","3","Batch1","Low"
"Cell_1585",642,981,"Cell",0,"Young","0","Batch1","High"
"Cell_1586",781,1172,"Cell",0,"Young","0","Batch1","High"
"Cell_1587",590,955,"Cell",0,"Young","0","Batch1","High"
"Cell_1588",1020,1692,"Cell",0,"Young","3","Batch1","Low"
"Cell_1589",1064,1834,"Cell",0,"Young","4","Batch1","Low"
"Cell_1590",999,1665,"Cell",0,"Young","4","Batch1","Low"
"Cell_1591",1446,2815,"Cell",0,"Young","1","Batch1","Low"
"Cell_1593",1128,2073,"Cell",0,"Young","0","Batch1","High"
"Cell_1594",1122,1901,"Cell",0,"Young","3","Batch1","Low"
"Cell_1595",750,1148,"Cell",0,"Young","2","Batch1","Low"
"Cell_1596",1032,1893,"Cell",0,"Young","1","Batch1","Low"
"Cell_1597",746,1189,"Cell",0,"Young","2","Batch1","Low"
"Cell_1598",632,904,"Cell",0,"Young","1","Batch1","Low"
"Cell_1599",2127,4753,"Cell",0,"Young","0","Batch1","High"
"Cell_1600",1049,2117,"Cell",0,"Young","0","Batch1","High"
"Cell_1601",619,900,"Cell",0,"Young","2","Batch1","Low"
"Cell_1602",707,1207,"Cell",0,"Young","2","Batch1","Low"
"Cell_1603",1640,3174,"Cell",0,"Young","6","Batch1","Low"
"Cell_1604",564,895,"Cell",0,"Young","2","Batch1","Low"
"Cell_1605",1881,4466,"Cell",0,"Young","5","Batch1","Low"
"Cell_1606",1018,1798,"Cell",0,"Young","3","Batch1","Low"
"Cell_1607",1692,3822,"Cell",0,"Young","9","Batch1","Low"
"Cell_1608",1972,4061,"Cell",0,"Young","9","Batch1","Low"
"Cell_1609",623,1071,"Cell",0,"Young","2","Batch1","Low"
"Cell_1610",715,1007,"Cell",0,"Young","6","Batch1","Low"
"Cell_1611",821,1393,"Cell",0,"Young","1","Batch1","Low"
"Cell_1612",1765,3955,"Cell",0,"Young","4","Batch1","Low"
"Cell_1613",557,899,"Cell",0,"Young","7","Batch1","Low"
"Cell_1614",1079,1849,"Cell",0,"Young","3","Batch1","Low"
"Cell_1615",1408,2802,"Cell",0,"Young","1","Batch1","Low"
"Cell_1616",683,1050,"Cell",0,"Young","1","Batch1","Low"
"Cell_1617",667,1042,"Cell",0,"Young","4","Batch1","Low"
"Cell_1618",1106,2196,"Cell",0,"Young","1","Batch1","Low"
"Cell_1619",1418,2602,"Cell",0,"Young","3","Batch1","Low"
"Cell_1620",1883,4273,"Cell",0,"Young","7","Batch1","Low"
"Cell_1621",1843,3983,"Cell",0,"Young","5","Batch1","Low"
"Cell_1622",879,1537,"Cell",0,"Young","0","Batch1","High"
"Cell_1623",1581,3440,"Cell",0,"Young","0","Batch1","High"
"Cell_1624",1776,4319,"Cell",0,"Young","6","Batch1","Low"
"Cell_1625",1094,2145,"Cell",0,"Young","5","Batch1","Low"
"Cell_1626",1382,2753,"Cell",0,"Young","2","Batch1","Low"
"Cell_1627",1631,3482,"Cell",0,"Young","7","Batch1","Low"
"Cell_1628",721,1045,"Cell",0,"Young","0","Batch1","High"
"Cell_1629",1232,2340,"Cell",0,"Young","7","Batch1","Low"
"Cell_1630",1268,2255,"Cell",0,"Young","4","Batch1","Low"
"Cell_1631",1482,3057,"Cell",0,"Young","7","Batch1","Low"
"Cell_1632",1589,4348,"Cell",0,"Young","9","Batch1","Low"
"Cell_1633",1647,3818,"Cell",0,"Young","5","Batch1","Low"
"Cell_1634",1182,2124,"Cell",0,"Young","3","Batch1","Low"
"Cell_1635",1254,2105,"Cell",0,"Young","4","Batch1","Low"
"Cell_1636",1202,2029,"Cell",0,"Young","2","Batch1","Low"
"Cell_1637",617,971,"Cell",0,"Young","3","Batch1","Low"
"Cell_1638",2028,4279,"Cell",0,"Young","6","Batch1","Low"
"Cell_1639",676,992,"Cell",0,"Young","2","Batch1","Low"
"Cell_1640",956,1624,"Cell",0,"Young","0","Batch1","High"
"Cell_1641",740,1270,"Cell",0,"Young","2","Batch1","Low"
"Cell_1642",737,1083,"Cell",0,"Young","2","Batch1","Low"
"Cell_1643",1055,1937,"Cell",0,"Young","0","Batch1","High"
"Cell_1644",1892,3780,"Cell",0,"Young","3","Batch1","Low"
"Cell_1645",1182,2040,"Cell",0,"Young","3","Batch1","Low"
"Cell_1646",1068,1837,"Cell",0,"Young","4","Batch1","Low"
"Cell_1647",872,1499,"Cell",0,"Young","1","Batch1","Low"
"Cell_1648",761,1205,"Cell",0,"Young","2","Batch1","Low"
"Cell_1649",970,1746,"Cell",0,"Young","0","Batch1","High"
"Cell_1650",896,1455,"Cell",0,"Young","1","Batch1","Low"
"Cell_1651",1689,3457,"Cell",0,"Young","7","Batch1","Low"
"Cell_1652",570,1061,"Cell",0,"Young","1","Batch1","Low"
"Cell_1653",672,1065,"Cell",0,"Young","2","Batch1","Low"
"Cell_1654",1005,1639,"Cell",0,"Young","2","Batch1","Low"
"Cell_1655",1094,1907,"Cell",0,"Young","0","Batch1","High"
"Cell_1656",1157,1964,"Cell",0,"Young","0","Batch1","High"
"Cell_1657",653,1004,"Cell",0,"Young","2","Batch1","Low"
"Cell_1658",691,1171,"Cell",0,"Young","0","Batch1","High"
"Cell_1659",1037,1804,"Cell",0,"Young","7","Batch1","Low"
"Cell_1660",1163,2080,"Cell",0,"Young","7","Batch1","Low"
"Cell_1661",887,1597,"Cell",0,"Young","0","Batch1","High"
"Cell_1662",872,1385,"Cell",0,"Young","1","Batch1","Low"
"Cell_1663",953,1508,"Cell",0,"Young","3","Batch1","Low"
"Cell_1664",940,1632,"Cell",0,"Young","1","Batch1","Low"
"Cell_1665",629,975,"Cell",0,"Young","4","Batch1","Low"
"Cell_1666",1018,1660,"Cell",0,"Young","3","Batch1","Low"
"Cell_1667",1092,1735,"Cell",0,"Young","2","Batch1","Low"
"Cell_1668",739,1158,"Cell",0,"Young","2","Batch1","Low"
"Cell_1669",1440,2708,"Cell",0,"Young","2","Batch1","Low"
"Cell_1670",1128,1921,"Cell",0,"Young","8","Batch1","Low"
"Cell_1671",1204,2122,"Cell",0,"Young","3","Batch1","Low"
"Cell_1672",794,1258,"Cell",0,"Young","0","Batch1","High"
"Cell_1673",1227,2259,"Cell",0,"Young","4","Batch1","Low"
"Cell_1674",857,1425,"Cell",0,"Young","0","Batch1","High"
"Cell_1675",861,1378,"Cell",0,"Young","2","Batch1","Low"
"Cell_1676",967,1716,"Cell",0,"Young","1","Batch1","Low"
"Cell_1677",1515,3209,"Cell",0,"Young","6","Batch1","Low"
"Cell_1678",957,1876,"Cell",0,"Young","1","Batch1","Low"
"Cell_1679",1218,2247,"Cell",0,"Young","4","Batch1","Low"
"Cell_1680",1566,3098,"Cell",0,"Young","0","Batch1","High"
"Cell_1681",1531,3059,"Cell",0,"Young","1","Batch1","Low"
"Cell_1682",634,1004,"Cell",0,"Young","0","Batch1","High"
"Cell_1683",1049,1754,"Cell",0,"Young","2","Batch1","Low"
"Cell_1684",1082,1847,"Cell",0,"Young","3","Batch1","Low"
"Cell_1685",1091,1755,"Cell",0,"Young","2","Batch1","Low"
"Cell_1686",537,935,"Cell",0,"Young","0","Batch1","High"
"Cell_1687",701,1082,"Cell",0,"Young","2","Batch1","Low"
"Cell_1688",2237,5563,"Cell",0,"Young","6","Batch1","Low"
"Cell_1689",1017,1729,"Cell",0,"Young","0","Batch1","High"
"Cell_1690",843,1310,"Cell",0,"Young","2","Batch1","Low"
"Cell_1691",1190,2173,"Cell",0,"Young","4","Batch1","Low"
"Cell_1692",1032,1609,"Cell",0,"Young","3","Batch1","Low"
"Cell_1693",831,1330,"Cell",0,"Young","0","Batch1","High"
"Cell_1694",1762,3565,"Cell",0,"Young","7","Batch1","Low"
"Cell_1695",1684,3869,"Cell",0,"Young","6","Batch1","Low"
"Cell_1696",868,1325,"Cell",0,"Young","3","Batch1","Low"
"Cell_1697",1127,2110,"Cell",0,"Young","0","Batch1","High"
"Cell_1698",672,987,"Cell",0,"Young","3","Batch1","Low"
"Cell_1699",745,1250,"Cell",0,"Young","8","Batch1","Low"
"Cell_1700",1238,2488,"Cell",0,"Young","1","Batch1","Low"
"Cell_1701",784,1144,"Cell",0,"Young","3","Batch1","Low"
"Cell_1702",690,981,"Cell",0,"Young","3","Batch1","Low"
"Cell_1703",1271,2106,"Cell",0,"Young","2","Batch1","Low"
"Cell_1704",940,1631,"Cell",0,"Young","6","Batch1","Low"
"Cell_1705",654,909,"Cell",0,"Young","1","Batch1","Low"
"Cell_1706",1140,1816,"Cell",0,"Young","2","Batch1","Low"
"Cell_1707",1633,3132,"Cell",0,"Young","7","Batch1","Low"
"Cell_1708",1244,2344,"Cell",0,"Young","2","Batch1","Low"
"Cell_1709",816,1279,"Cell",0,"Young","1","Batch1","Low"
"Cell_1710",689,1034,"Cell",0,"Young","0","Batch1","High"
"Cell_1711",1168,2221,"Cell",0,"Young","1","Batch1","Low"
"Cell_1712",978,1595,"Cell",0,"Young","6","Batch1","Low"
"Cell_1713",939,1882,"Cell",0,"Young","2","Batch1","Low"
"Cell_1714",626,913,"Cell",0,"Young","1","Batch1","Low"
"Cell_1716",1101,1783,"Cell",0,"Young","9","Batch1","Low"
"Cell_1717",650,916,"Cell",0,"Young","0","Batch1","High"
"Cell_1718",2070,4977,"Cell",0,"Young","5","Batch1","Low"
"Cell_1719",702,995,"Cell",0,"Young","1","Batch1","Low"
"Cell_1720",2390,5873,"Cell",0,"Young","3","Batch1","Low"
"Cell_1721",2431,5995,"Cell",0,"Young","9","Batch1","Low"
"Cell_1722",1654,3441,"Cell",0,"Young","0","Batch1","High"
"Cell_1723",1005,1782,"Cell",0,"Young","0","Batch1","High"
"Cell_1724",1137,2255,"Cell",0,"Young","4","Batch1","Low"
"Cell_1725",1921,4176,"Cell",0,"Young","3","Batch1","Low"
"Cell_1726",899,1442,"Cell",0,"Young","0","Batch1","High"
"Cell_1727",1540,2962,"Cell",0,"Young","6","Batch1","Low"
"Cell_1728",722,1222,"Cell",0,"Young","3","Batch1","Low"
"Cell_1729",623,900,"Cell",0,"Young","3","Batch1","Low"
"Cell_1730",1173,2012,"Cell",0,"Young","0","Batch1","High"
"Cell_1731",796,1125,"Cell",0,"Young","1","Batch1","Low"
"Cell_1732",894,1599,"Cell",0,"Young","2","Batch1","Low"
"Cell_1733",1126,1926,"Cell",0,"Young","2","Batch1","Low"
"Cell_1734",1594,3265,"Cell",0,"Young","3","Batch1","Low"
"Cell_1735",2490,6042,"Cell",0,"Young","6","Batch1","Low"
"Cell_1736",1810,3771,"Cell",0,"Young","8","Batch1","Low"
"Cell_1739",777,1197,"Cell",0,"Young","0","Batch1","High"
"Cell_1740",868,1425,"Cell",0,"Young","4","Batch1","Low"
"Cell_1741",688,1148,"Cell",0,"Young","0","Batch1","High"
"Cell_1742",744,1164,"Cell",0,"Young","0","Batch1","High"
"Cell_1743",535,898,"Cell",0,"Young","0","Batch1","High"
"Cell_1744",734,1126,"Cell",0,"Young","0","Batch1","High"
"Cell_1745",932,1563,"Cell",0,"Young","1","Batch1","Low"
"Cell_1746",1223,2067,"Cell",0,"Young","2","Batch1","Low"
"Cell_1747",833,1314,"Cell",0,"Young","2","Batch1","Low"
"Cell_1748",661,1033,"Cell",0,"Young","0","Batch1","High"
"Cell_1749",1087,1999,"Cell",0,"Young","1","Batch1","Low"
"Cell_1750",957,1481,"Cell",0,"Young","2","Batch1","Low"
"Cell_1751",1789,4109,"Cell",0,"Young","6","Batch1","Low"
"Cell_1752",671,1017,"Cell",0,"Young","3","Batch1","Low"
"Cell_1753",1321,2473,"Cell",0,"Young","1","Batch1","Low"
"Cell_1754",910,1529,"Cell",0,"Young","1","Batch1","Low"
"Cell_1755",1053,1715,"Cell",0,"Young","1","Batch1","Low"
"Cell_1756",1534,3161,"Cell",0,"Young","8","Batch1","Low"
"Cell_1757",856,1280,"Cell",0,"Young","2","Batch1","Low"
"Cell_1758",1124,1862,"Cell",0,"Young","4","Batch1","Low"
"Cell_1759",1291,2281,"Cell",0,"Young","3","Batch1","Low"
"Cell_1760",711,1083,"Cell",0,"Young","0","Batch1","High"
"Cell_1761",921,1402,"Cell",0,"Young","0","Batch1","High"
"Cell_1762",927,1606,"Cell",0,"Young","5","Batch1","Low"
"Cell_1763",1693,3597,"Cell",0,"Young","0","Batch1","High"
"Cell_1764",763,1243,"Cell",0,"Young","2","Batch1","Low"
"Cell_1765",1076,2146,"Cell",0,"Young","1","Batch1","Low"
"Cell_1766",892,1410,"Cell",0,"Young","3","Batch1","Low"
"Cell_1768",674,1048,"Cell",0,"Young","0","Batch1","High"
"Cell_1769",1009,1693,"Cell",0,"Young","1","Batch1","Low"
"Cell_1770",636,1010,"Cell",0,"Young","5","Batch1","Low"
"Cell_1771",846,1436,"Cell",0,"Young","0","Batch1","High"
"Cell_1772",1254,2221,"Cell",0,"Young","3","Batch1","Low"
"Cell_1773",1117,1939,"Cell",0,"Young","3","Batch1","Low"
"Cell_1774",1336,2789,"Cell",0,"Young","4","Batch1","Low"
"Cell_1775",1005,1650,"Cell",0,"Young","3","Batch1","Low"
"Cell_1776",1265,2343,"Cell",0,"Young","0","Batch1","High"
"Cell_1777",789,1235,"Cell",0,"Young","0","Batch1","High"
"Cell_1778",955,1623,"Cell",0,"Young","4","Batch1","Low"
"Cell_1779",919,1526,"Cell",0,"Young","0","Batch1","High"
"Cell_1780",1064,1812,"Cell",0,"Young","0","Batch1","High"
"Cell_1781",983,1723,"Cell",0,"Young","0","Batch1","High"
"Cell_1782",1745,3746,"Cell",0,"Young","5","Batch1","Low"
"Cell_1783",896,1439,"Cell",0,"Young","2","Batch1","Low"
"Cell_1784",662,964,"Cell",0,"Young","0","Batch1","High"
