"","nGene","nUMI","orig.ident","percent.mito","CellType","Collagenase_dependent1","res.0.6"
"Cell_165",731,1146,"Cell",0,"Young",-0.179662136917388,"0"
"Cell_166",861,1395,"Cell",0,"Young",0.220023118803455,"2"
"Cell_167",717,1024,"Cell",0,"Young",-0.268507436892624,"0"
"Cell_168",1167,2197,"Cell",0,"Young",-0.449432278687296,"1"
"Cell_169",1005,1637,"Cell",0,"Young",0.113440968817695,"3"
"Cell_170",936,1492,"Cell",0,"Young",-0.0184703241466304,"2"
"Cell_171",1210,2364,"Cell",0,"Young",0.0121281387941737,"2"
"Cell_172",956,1570,"Cell",0,"Young",-0.13871324219371,"0"
"Cell_173",627,938,"Cell",0,"Young",-0.0808079685720738,"2"
"Cell_174",1138,2142,"Cell",0,"Young",-0.0515415870597925,"3"
"Cell_175",617,999,"Cell",0,"Young",-0.166852975503863,"2"
"Cell_176",923,1552,"Cell",0,"Young",-0.399677260060697,"0"
"Cell_177",888,1500,"Cell",0,"Young",0.0655942572151232,"2"
"Cell_178",1061,1863,"Cell",0,"Young",0.0650689411443801,"1"
"Cell_179",704,1106,"Cell",0,"Young",-0.049914940524594,"3"
"Cell_180",949,1603,"Cell",0,"Young",-0.183936352077729,"0"
"Cell_181",671,1143,"Cell",0,"Young",-0.716202456291781,"3"
"Cell_182",1010,1777,"Cell",0,"Young",-0.429715863608471,"0"
"Cell_183",943,1709,"Cell",0,"Young",-0.471133088089919,"0"
"Cell_184",664,1126,"Cell",0,"Young",0.648380959141558,"2"
"Cell_185",646,1148,"Cell",0,"Young",1.39012299219867,"2"
"Cell_186",632,907,"Cell",0,"Young",0.132927529629188,"7"
"Cell_187",1909,4538,"Cell",0,"Young",0.797258169703844,"6"
"Cell_188",1586,3288,"Cell",0,"Young",0.74312840198973,"6"
"Cell_189",995,1752,"Cell",0,"Young",-0.459762129844236,"0"
"Cell_190",712,1062,"Cell",0,"Young",0.354054698217445,"2"
"Cell_191",832,1402,"Cell",0,"Young",-0.100388510392437,"5"
"Cell_192",924,1454,"Cell",0,"Young",-0.205093317932314,"3"
"Cell_193",679,969,"Cell",0,"Young",0.119675706173247,"1"
"Cell_194",774,1169,"Cell",0,"Young",-0.197719829797802,"0"
"Cell_195",980,1636,"Cell",0,"Young",-0.217860462071502,"3"
"Cell_196",1236,2554,"Cell",0,"Young",-0.0757425761766218,"1"
"Cell_197",803,1193,"Cell",0,"Young",-0.381089168013008,"0"
"Cell_198",1334,2878,"Cell",0,"Young",-0.422237779718911,"0"
"Cell_199",867,1464,"Cell",0,"Young",0.089436176023197,"2"
"Cell_200",899,1622,"Cell",0,"Young",-0.526255654805247,"0"
"Cell_201",576,908,"Cell",0,"Young",-0.325125407249392,"0"
"Cell_202",1692,3340,"Cell",0,"Young",-0.307814038089922,"5"
"Cell_203",868,1380,"Cell",0,"Young",-0.0988562720771992,"3"
"Cell_204",770,1191,"Cell",0,"Young",-0.393213009850372,"0"
"Cell_205",923,1417,"Cell",0,"Young",-0.117424872936351,"3"
"Cell_206",830,1329,"Cell",0,"Young",0.120102993937609,"2"
"Cell_207",891,1390,"Cell",0,"Young",-0.319887453525262,"0"
"Cell_208",1436,3069,"Cell",0,"Young",-0.663745673994113,"0"
"Cell_209",639,988,"Cell",0,"Young",-0.378026883308919,"0"
"Cell_210",1107,1804,"Cell",0,"Young",0.396857875503557,"4"
"Cell_211",685,1054,"Cell",0,"Young",-0.345971613588269,"1"
"Cell_212",1037,1731,"Cell",0,"Young",0.441087836926057,"2"
"Cell_213",867,1456,"Cell",0,"Young",-0.52128803613893,"1"
"Cell_214",1954,6060,"Cell",0,"Young",0.0265910632095693,"9"
"Cell_215",1695,4010,"Cell",0,"Young",-0.228825050640796,"1"
"Cell_216",763,1129,"Cell",0,"Young",-0.370931635652197,"0"
"Cell_217",1376,2784,"Cell",0,"Young",0.530383430108612,"1"
"Cell_218",2272,5448,"Cell",0,"Young",-0.231287377683004,"3"
"Cell_219",947,1695,"Cell",0,"Young",-0.475801385962811,"0"
"Cell_220",762,1116,"Cell",0,"Young",-0.281252170533294,"0"
"Cell_221",757,1198,"Cell",0,"Young",0.0812202189054552,"3"
"Cell_222",835,1277,"Cell",0,"Young",-0.0865936920388948,"3"
"Cell_223",1721,3810,"Cell",0,"Young",0.207257150184572,"1"
"Cell_224",1721,3478,"Cell",0,"Young",0.342704577792374,"3"
"Cell_225",1201,2087,"Cell",0,"Young",-0.0456792410435939,"4"
"Cell_226",1026,1800,"Cell",0,"Young",-0.234325275502661,"1"
"Cell_227",1672,3226,"Cell",0,"Young",-0.0309859723951196,"3"
"Cell_228",1412,2647,"Cell",0,"Young",-0.461532870426842,"0"
"Cell_229",1656,3148,"Cell",0,"Young",0.0861220735021248,"3"
"Cell_230",1729,3437,"Cell",0,"Young",0.25107534824074,"3"
"Cell_231",1850,4142,"Cell",0,"Young",-0.10354999790336,"5"
"Cell_232",1686,3764,"Cell",0,"Young",-0.175303333427393,"1"
"Cell_233",1707,3698,"Cell",0,"Young",0.133754386906447,"6"
"Cell_234",839,1328,"Cell",0,"Young",-0.398140636974628,"0"
"Cell_235",1870,3858,"Cell",0,"Young",0.290759894101751,"3"
"Cell_236",2070,4574,"Cell",0,"Young",-0.00654671853313604,"5"
"Cell_237",756,1120,"Cell",0,"Young",-0.406926806789785,"0"
"Cell_238",658,994,"Cell",0,"Young",-0.198428133442751,"0"
"Cell_239",2075,4832,"Cell",0,"Young",0.497621714616567,"3"
"Cell_240",1169,2062,"Cell",0,"Young",-0.151908654758862,"3"
"Cell_241",920,1728,"Cell",0,"Young",-0.249196434291135,"1"
"Cell_242",1434,2520,"Cell",0,"Young",-0.0985561270224203,"1"
"Cell_243",1865,4005,"Cell",0,"Young",-0.00598349339599746,"7"
"Cell_244",1283,2283,"Cell",0,"Young",0.151076302718704,"3"
"Cell_245",718,1035,"Cell",0,"Young",0.0240598238516569,"1"
"Cell_246",677,1044,"Cell",0,"Young",-0.0711105707480061,"0"
"Cell_247",927,1532,"Cell",0,"Young",-0.185585855581612,"3"
"Cell_248",1223,2175,"Cell",0,"Young",-0.220371109126789,"3"
"Cell_249",1210,2121,"Cell",0,"Young",-0.290616698510967,"1"
"Cell_250",1063,1805,"Cell",0,"Young",0.268371971189495,"2"
"Cell_251",708,1157,"Cell",0,"Young",-0.465670862794361,"1"
"Cell_252",725,1067,"Cell",0,"Young",0.508599082676581,"2"
"Cell_253",1715,3271,"Cell",0,"Young",-0.164005468531542,"3"
"Cell_254",880,1511,"Cell",0,"Young",-0.40339366274896,"3"
"Cell_255",2101,4100,"Cell",0,"Young",0.1143856554289,"4"
"Cell_256",1277,2454,"Cell",0,"Young",-0.00477402843647978,"6"
"Cell_257",636,962,"Cell",0,"Young",-0.147153881250452,"2"
"Cell_258",844,1583,"Cell",0,"Young",-0.477278447706688,"0"
"Cell_259",1364,2998,"Cell",0,"Young",-0.160934613675292,"3"
"Cell_260",816,1209,"Cell",0,"Young",0.170054161180962,"3"
"Cell_261",824,1371,"Cell",0,"Young",-0.272242491825601,"0"
"Cell_263",1203,2144,"Cell",0,"Young",-0.218141448387118,"4"
"Cell_264",1013,1638,"Cell",0,"Young",0.11928672407213,"1"
"Cell_265",1050,1904,"Cell",0,"Young",0.106690828932852,"2"
"Cell_266",1027,1831,"Cell",0,"Young",-0.192291168557144,"0"
"Cell_267",1136,1853,"Cell",0,"Young",0.0729406839136351,"1"
"Cell_268",1802,3797,"Cell",0,"Young",0.536051186277401,"4"
"Cell_269",1052,1961,"Cell",0,"Young",-0.617790239009004,"0"
"Cell_270",867,1486,"Cell",0,"Young",-0.358231501870265,"1"
"Cell_271",1284,2225,"Cell",0,"Young",-0.317066746226355,"0"
"Cell_272",1540,3010,"Cell",0,"Young",0.175911586972856,"3"
"Cell_273",1391,2494,"Cell",0,"Young",-0.357346466709968,"0"
"Cell_274",1318,2392,"Cell",0,"Young",-0.379167687659272,"1"
"Cell_275",974,1669,"Cell",0,"Young",-0.454952152650355,"1"
"Cell_276",979,1631,"Cell",0,"Young",-0.183706444277745,"0"
"Cell_277",652,978,"Cell",0,"Young",-0.0936157395805016,"1"
"Cell_278",927,1511,"Cell",0,"Young",0.00189255106787856,"2"
"Cell_279",1599,3375,"Cell",0,"Young",0.0953608795614825,"4"
"Cell_280",1474,3135,"Cell",0,"Young",0.111434459156103,"7"
"Cell_281",2290,6091,"Cell",0,"Young",-0.127179131732369,"5"
"Cell_282",1286,2607,"Cell",0,"Young",0.174377322485167,"4"
"Cell_283",1360,2292,"Cell",0,"Young",0.294817456443762,"3"
"Cell_284",1301,2308,"Cell",0,"Young",-0.405280907261974,"0"
"Cell_285",1112,1758,"Cell",0,"Young",-0.40872781938627,"0"
"Cell_286",606,971,"Cell",0,"Young",-0.164769531526885,"1"
"Cell_287",836,1336,"Cell",0,"Young",-0.325416706049873,"0"
"Cell_288",1528,2820,"Cell",0,"Young",-0.513138036277032,"0"
"Cell_289",1204,2134,"Cell",0,"Young",0.547894273094258,"2"
"Cell_290",1141,2188,"Cell",0,"Young",0.0127314778276354,"2"
"Cell_291",862,1445,"Cell",0,"Young",0.0994432638013319,"7"
"Cell_292",1898,3697,"Cell",0,"Young",-0.264608334153168,"8"
"Cell_293",711,1034,"Cell",0,"Young",-0.127281573321835,"3"
"Cell_294",1183,2048,"Cell",0,"Young",-0.28659557092865,"0"
"Cell_295",615,1040,"Cell",0,"Young",0.0989252417187988,"2"
"Cell_296",1281,2273,"Cell",0,"Young",0.16685856980979,"1"
"Cell_297",1214,2119,"Cell",0,"Young",0.148046651128815,"2"
"Cell_298",891,1482,"Cell",0,"Young",0.229684224922514,"2"
"Cell_299",744,1187,"Cell",0,"Young",-0.18837490111655,"0"
"Cell_300",873,1381,"Cell",0,"Young",-0.196359840998299,"10"
"Cell_301",1020,1848,"Cell",0,"Young",-0.278080742880207,"3"
"Cell_302",877,1492,"Cell",0,"Young",-0.325554439365395,"1"
"Cell_303",799,1163,"Cell",0,"Young",-0.104722908943717,"1"
"Cell_304",1097,2150,"Cell",0,"Young",-0.164382100093852,"0"
"Cell_305",2246,5046,"Cell",0,"Young",0.0589707897262305,"8"
"Cell_306",835,1326,"Cell",0,"Young",-0.351243804845798,"0"
"Cell_307",664,1022,"Cell",0,"Young",-0.328031144791234,"1"
"Cell_308",702,1105,"Cell",0,"Young",-0.0371087588164293,"0"
"Cell_309",1045,1913,"Cell",0,"Young",-0.188211718444748,"0"
"Cell_310",1637,3114,"Cell",0,"Young",-0.514083512620171,"8"
"Cell_311",912,1580,"Cell",0,"Young",-0.0485512181476985,"5"
"Cell_312",1069,1692,"Cell",0,"Young",0.21601870756514,"4"
"Cell_313",1029,1859,"Cell",0,"Young",0.332911863061707,"7"
"Cell_314",1196,2169,"Cell",0,"Young",0.360499229142901,"4"
"Cell_315",741,1195,"Cell",0,"Young",-0.0148923160423997,"1"
"Cell_316",1777,3661,"Cell",0,"Young",-0.236479406621699,"1"
"Cell_317",676,951,"Cell",0,"Young",-0.0140013549084093,"2"
"Cell_318",1231,2308,"Cell",0,"Young",-0.302134424848068,"3"
"Cell_319",729,1163,"Cell",0,"Young",-0.121476795821629,"1"
"Cell_320",727,1372,"Cell",0,"Young",0.062534913171834,"7"
"Cell_321",2254,5780,"Cell",0,"Young",0.0292700986735579,"5"
"Cell_322",945,1541,"Cell",0,"Young",-0.431573401416074,"4"
"Cell_323",648,957,"Cell",0,"Young",-0.483598068536806,"0"
"Cell_324",939,1404,"Cell",0,"Young",-0.186128516766618,"0"
"Cell_325",855,1407,"Cell",0,"Young",0.116815423119786,"2"
"Cell_326",651,1008,"Cell",0,"Young",-0.148314512303084,"0"
"Cell_327",1291,2424,"Cell",0,"Young",-0.496747469986706,"3"
"Cell_328",969,1638,"Cell",0,"Young",-0.229751305284559,"4"
"Cell_329",674,1077,"Cell",0,"Young",-0.457180132223761,"0"
"Cell_330",806,1252,"Cell",0,"Young",-0.505246042881158,"0"
"Cell_331",915,1510,"Cell",0,"Young",0.0760824504297515,"2"
"Cell_332",1047,1929,"Cell",0,"Young",-0.304826841639395,"0"
"Cell_333",1560,2779,"Cell",0,"Young",-0.0447022310868085,"3"
"Cell_334",659,1033,"Cell",0,"Young",0.0897861012451323,"2"
"Cell_335",951,1707,"Cell",0,"Young",0.44059289605434,"2"
"Cell_336",875,1447,"Cell",0,"Young",-0.0390415850135806,"2"
"Cell_337",1133,2134,"Cell",0,"Young",-0.332072369689906,"0"
"Cell_338",1148,1953,"Cell",0,"Young",0.36031760992652,"3"
"Cell_339",739,1135,"Cell",0,"Young",0.339700714158675,"4"
"Cell_340",917,1649,"Cell",0,"Young",-0.314131541933285,"0"
"Cell_341",726,1343,"Cell",0,"Young",-0.366067796922106,"1"
"Cell_342",931,1769,"Cell",0,"Young",0.639988364862671,"8"
"Cell_343",769,1295,"Cell",0,"Young",-0.346791283967366,"1"
"Cell_344",721,1125,"Cell",0,"Young",-0.200475922778922,"1"
"Cell_345",967,1724,"Cell",0,"Young",0.467842089649314,"2"
"Cell_346",1053,1714,"Cell",0,"Young",-0.357883338678135,"1"
"Cell_347",822,1319,"Cell",0,"Young",-0.214599360944269,"0"
"Cell_348",1210,2437,"Cell",0,"Young",-0.0417820805151055,"1"
"Cell_349",1377,2613,"Cell",0,"Young",-0.290800392862973,"3"
"Cell_350",835,1376,"Cell",0,"Young",-0.0206224945691872,"4"
"Cell_351",583,955,"Cell",0,"Young",-0.37356172653312,"1"
"Cell_352",2068,4939,"Cell",0,"Young",0.554321564365798,"6"
"Cell_353",1004,1706,"Cell",0,"Young",-0.197916620918354,"0"
"Cell_354",1163,2127,"Cell",0,"Young",-0.361487005722787,"3"
"Cell_355",874,1598,"Cell",0,"Young",0.113863574329032,"2"
"Cell_356",942,1485,"Cell",0,"Young",0.0132857907133613,"10"
"Cell_357",711,1117,"Cell",0,"Young",-0.121945989960976,"0"
"Cell_358",1347,2473,"Cell",0,"Young",-0.12514636019287,"5"
"Cell_359",782,1223,"Cell",0,"Young",-0.471841059205013,"0"
"Cell_360",834,1382,"Cell",0,"Young",-0.319182717263892,"0"
"Cell_361",1258,2195,"Cell",0,"Young",0.0689412637036239,"5"
"Cell_362",746,1114,"Cell",0,"Young",-0.286889868515049,"1"
"Cell_363",820,1352,"Cell",0,"Young",-0.246916386824728,"5"
"Cell_364",1068,1771,"Cell",0,"Young",-0.0564842183098337,"2"
"Cell_365",1221,2304,"Cell",0,"Young",0.255855911593323,"2"
"Cell_366",966,1487,"Cell",0,"Young",-0.335011660421368,"0"
"Cell_367",654,963,"Cell",0,"Young",-0.0718456433624254,"2"
"Cell_368",2260,4931,"Cell",0,"Young",-0.181996464971033,"8"
"Cell_369",1344,2550,"Cell",0,"Young",-0.280405183419916,"10"
"Cell_370",1155,1947,"Cell",0,"Young",0.566529820316737,"2"
"Cell_371",648,937,"Cell",0,"Young",0.0601836401012426,"3"
"Cell_372",1161,2029,"Cell",0,"Young",0.361535890211353,"3"
"Cell_373",654,990,"Cell",0,"Young",0.35026861349075,"3"
"Cell_374",881,1394,"Cell",0,"Young",-0.0586457721253657,"3"
"Cell_375",1072,1706,"Cell",0,"Young",-0.0274770910579082,"3"
"Cell_376",691,1021,"Cell",0,"Young",0.0829865956425136,"2"
"Cell_377",866,1392,"Cell",0,"Young",-0.400581585754131,"0"
"Cell_378",744,1250,"Cell",0,"Young",-0.123375263736134,"0"
"Cell_379",1286,2243,"Cell",0,"Young",0.0395056279330636,"3"
"Cell_380",1611,3325,"Cell",0,"Young",0.353619496348889,"6"
"Cell_381",967,1645,"Cell",0,"Young",-0.2345325717237,"0"
"Cell_383",1553,2944,"Cell",0,"Young",0.163189875796314,"3"
"Cell_384",699,1007,"Cell",0,"Young",-0.296410681876344,"1"
"Cell_385",1101,2264,"Cell",0,"Young",-0.182147079164222,"0"
"Cell_386",1718,3436,"Cell",0,"Young",0.178833840040482,"2"
"Cell_387",1240,2137,"Cell",0,"Young",-0.143397136623441,"2"
"Cell_388",700,1021,"Cell",0,"Young",-0.000795966881558918,"0"
"Cell_389",667,1015,"Cell",0,"Young",-0.28224027259208,"1"
"Cell_390",1465,2876,"Cell",0,"Young",-0.53707375552063,"6"
"Cell_391",652,946,"Cell",0,"Young",-0.266588202635177,"4"
"Cell_392",685,1050,"Cell",0,"Young",-0.434592428965945,"1"
"Cell_393",987,1738,"Cell",0,"Young",-0.303101602761478,"1"
"Cell_394",2209,5223,"Cell",0,"Young",-0.191288310181867,"4"
"Cell_395",867,1322,"Cell",0,"Young",-0.490969982086176,"0"
"Cell_396",680,1011,"Cell",0,"Young",-0.31685025613671,"0"
"Cell_397",931,1662,"Cell",0,"Young",-0.496500544678837,"0"
"Cell_398",752,1104,"Cell",0,"Young",-0.0977416186139755,"0"
"Cell_399",949,1846,"Cell",0,"Young",0.73166013211873,"1"
"Cell_400",766,1169,"Cell",0,"Young",0.195135316626846,"1"
"Cell_401",791,1248,"Cell",0,"Young",-0.328564710791548,"0"
"Cell_402",722,1234,"Cell",0,"Young",-0.0238726686129102,"2"
"Cell_403",1080,2268,"Cell",0,"Young",-0.381635597692409,"0"
"Cell_404",1250,2207,"Cell",0,"Young",0.243204387779919,"1"
"Cell_405",2081,4901,"Cell",0,"Young",0.457086337188179,"6"
"Cell_406",1009,1626,"Cell",0,"Young",-0.215274212886233,"1"
"Cell_407",1792,3620,"Cell",0,"Young",0.0654767629102406,"5"
"Cell_408",851,1434,"Cell",0,"Young",0.261301732822404,"2"
"Cell_409",1361,2772,"Cell",0,"Young",-0.166484292417374,"0"
"Cell_410",990,1624,"Cell",0,"Young",0.275917850903313,"3"
"Cell_411",1150,2456,"Cell",0,"Young",-0.115043145434272,"5"
"Cell_412",1941,4680,"Cell",0,"Young",0.132531422076746,"1"
"Cell_413",855,1313,"Cell",0,"Young",-0.225047520597301,"5"
"Cell_415",940,1463,"Cell",0,"Young",0.134909920020631,"2"
"Cell_416",1910,4066,"Cell",0,"Young",-0.0610908085123389,"3"
"Cell_417",773,1062,"Cell",0,"Young",-0.0908714761826231,"0"
"Cell_418",1932,4755,"Cell",0,"Young",0.196818765697061,"2"
"Cell_419",751,1139,"Cell",0,"Young",0.497442879676396,"2"
"Cell_420",657,1099,"Cell",0,"Young",0.351875983410909,"2"
"Cell_421",1163,2109,"Cell",0,"Young",0.0400283704218564,"3"
"Cell_422",650,954,"Cell",0,"Young",0.312592386721236,"3"
"Cell_423",600,916,"Cell",0,"Young",-0.210668947089433,"1"
"Cell_424",738,1119,"Cell",0,"Young",0.107876345307912,"2"
"Cell_425",872,1403,"Cell",0,"Young",-0.193086147559724,"2"
"Cell_426",691,995,"Cell",0,"Young",-0.470228419786275,"1"
"Cell_427",1633,3194,"Cell",0,"Young",-0.00586900191191886,"3"
"Cell_428",970,1700,"Cell",0,"Young",0.00307541469213046,"3"
"Cell_429",1329,2348,"Cell",0,"Young",-0.511941932933469,"0"
"Cell_430",1100,2030,"Cell",0,"Young",-0.505798896622811,"3"
"Cell_431",801,1202,"Cell",0,"Young",-0.409161160746981,"1"
"Cell_432",1124,2130,"Cell",0,"Young",-0.509877978313464,"0"
"Cell_433",1183,1916,"Cell",0,"Young",0.269804543856599,"6"
"Cell_434",1418,8040,"Cell",0,"Young",0.396874679275179,"2"
"Cell_435",1430,3037,"Cell",0,"Young",-0.317407692404548,"1"
"Cell_437",1018,1973,"Cell",0,"Young",-0.0528857626179455,"1"
"Cell_439",1248,2428,"Cell",0,"Young",-0.0644989976219827,"6"
"Cell_440",773,1261,"Cell",0,"Young",0.144901130468858,"2"
"Cell_441",1852,4395,"Cell",0,"Young",-0.231421735055693,"1"
"Cell_442",588,909,"Cell",0,"Young",-0.402365550356929,"0"
"Cell_443",1146,1970,"Cell",0,"Young",-0.486643946021556,"0"
"Cell_444",787,1277,"Cell",0,"Young",-0.263705273961754,"0"
"Cell_445",1123,1949,"Cell",0,"Young",-0.565135121083043,"0"
"Cell_446",621,1072,"Cell",0,"Young",-0.344361556483313,"4"
"Cell_447",834,1469,"Cell",0,"Young",-0.0754498632354356,"1"
"Cell_448",637,1059,"Cell",0,"Young",-0.282800056765113,"0"
"Cell_450",684,1000,"Cell",0,"Young",-0.286456434358784,"1"
"Cell_451",1273,2285,"Cell",0,"Young",0.325453556448382,"2"
"Cell_452",1164,2083,"Cell",0,"Young",-0.335432162213421,"0"
"Cell_453",959,1617,"Cell",0,"Young",-0.0835766871203767,"4"
"Cell_454",1817,3615,"Cell",0,"Young",-0.071815205512091,"1"
"Cell_455",797,1340,"Cell",0,"Young",-0.222778340918519,"1"
"Cell_456",1156,2010,"Cell",0,"Young",-0.279628195647898,"5"
"Cell_457",1208,2218,"Cell",0,"Young",-0.174329240486693,"3"
"Cell_458",1726,4030,"Cell",0,"Young",-0.0740155813573816,"1"
"Cell_459",642,939,"Cell",0,"Young",0.0116993672869541,"3"
"Cell_460",1073,1901,"Cell",0,"Young",-0.303065058934643,"1"
"Cell_461",1532,3018,"Cell",0,"Young",0.378548688019934,"6"
"Cell_462",875,1396,"Cell",0,"Young",0.26366820264889,"3"
"Cell_463",1141,2058,"Cell",0,"Young",-0.104897301928154,"1"
"Cell_464",1019,1718,"Cell",0,"Young",0.261504437024139,"2"
"Cell_466",729,1089,"Cell",0,"Young",0.0923159360748392,"2"
"Cell_467",1241,2413,"Cell",0,"Young",-0.406651997443839,"3"
"Cell_468",1429,2661,"Cell",0,"Young",-0.26151736106086,"10"
"Cell_469",1236,2264,"Cell",0,"Young",-0.169139621422742,"3"
"Cell_470",903,1389,"Cell",0,"Young",-0.201554893121833,"5"
"Cell_471",896,1567,"Cell",0,"Young",-0.267402292603906,"1"
"Cell_472",1739,3293,"Cell",0,"Young",-0.207818131075492,"4"
"Cell_473",725,1204,"Cell",0,"Young",-0.360792525724965,"0"
"Cell_476",843,1608,"Cell",0,"Young",-0.374229359757299,"0"
"Cell_477",1025,1717,"Cell",0,"Young",0.0473964135453406,"0"
"Cell_478",1097,1792,"Cell",0,"Young",-0.149784160770808,"2"
"Cell_479",750,1099,"Cell",0,"Young",-0.490369243648282,"0"
"Cell_481",744,1092,"Cell",0,"Young",0.0320870351990639,"2"
"Cell_482",1217,2069,"Cell",0,"Young",0.021175312464787,"3"
"Cell_483",1410,2607,"Cell",0,"Young",0.237724991832725,"3"
"Cell_484",731,1137,"Cell",0,"Young",-0.150226821069943,"0"
"Cell_485",878,1393,"Cell",0,"Young",-0.110381834571005,"0"
"Cell_486",633,974,"Cell",0,"Young",0.386637239357551,"2"
"Cell_487",1413,2631,"Cell",0,"Young",-0.119427627776595,"3"
"Cell_488",1137,2001,"Cell",0,"Young",-0.402839719507469,"5"
"Cell_489",907,1409,"Cell",0,"Young",-0.272602708291617,"3"
"Cell_490",1099,1955,"Cell",0,"Young",-0.0516334671910871,"2"
"Cell_491",793,1224,"Cell",0,"Young",-0.432008184544834,"0"
"Cell_492",980,1584,"Cell",0,"Young",0.0461753578661748,"2"
"Cell_493",679,1061,"Cell",0,"Young",0.0189617292118338,"0"
"Cell_494",1156,1976,"Cell",0,"Young",-0.0935610128369311,"0"
"Cell_495",623,895,"Cell",0,"Young",0.0214405593970715,"2"
"Cell_496",681,969,"Cell",0,"Young",-0.0225681045673735,"2"
"Cell_497",1041,2043,"Cell",0,"Young",0.729169686421306,"3"
"Cell_498",783,1213,"Cell",0,"Young",-0.254569602385815,"0"
"Cell_500",1242,2217,"Cell",0,"Young",-0.434417765178739,"0"
"Cell_501",1021,1778,"Cell",0,"Young",-0.213289811873809,"0"
"Cell_502",1438,3215,"Cell",0,"Young",0.792540892802842,"6"
"Cell_503",631,923,"Cell",0,"Young",0.0528582491611417,"5"
"Cell_504",954,1503,"Cell",0,"Young",-0.247165297606849,"5"
"Cell_505",798,1310,"Cell",0,"Young",-0.136779578761914,"0"
"Cell_506",1227,2222,"Cell",0,"Young",-0.495462049560674,"1"
"Cell_507",893,1398,"Cell",0,"Young",-0.407526036988836,"0"
"Cell_508",1058,1852,"Cell",0,"Young",0.203151200760987,"7"
"Cell_509",714,980,"Cell",0,"Young",0.239175844852107,"2"
"Cell_510",941,1581,"Cell",0,"Young",0.799688869052171,"3"
"Cell_511",997,1719,"Cell",0,"Young",0.184068619326082,"2"
"Cell_512",623,966,"Cell",0,"Young",0.024114751299141,"2"
"Cell_513",1292,2464,"Cell",0,"Young",-0.414071962450103,"0"
"Cell_514",1042,1542,"Cell",0,"Young",-0.225178756738321,"1"
"Cell_515",911,1513,"Cell",0,"Young",-0.358835552783751,"1"
"Cell_516",758,1166,"Cell",0,"Young",0.0749215600161287,"2"
"Cell_517",1363,2443,"Cell",0,"Young",-0.0363126333725718,"2"
"Cell_518",1221,2388,"Cell",0,"Young",-0.305810768856861,"6"
"Cell_519",1042,1761,"Cell",0,"Young",0.134977482615377,"1"
"Cell_520",1019,1702,"Cell",0,"Young",-0.000911286228549302,"2"
"Cell_521",680,1041,"Cell",0,"Young",0.372766466952124,"1"
"Cell_522",660,1067,"Cell",0,"Young",-0.171755060919955,"0"
"Cell_523",783,1254,"Cell",0,"Young",0.0133111574484601,"3"
"Cell_524",665,1036,"Cell",0,"Young",0.347049110168929,"2"
"Cell_525",694,1095,"Cell",0,"Young",-0.420428725110699,"5"
"Cell_526",756,1115,"Cell",0,"Young",-0.276227995191815,"0"
"Cell_527",584,952,"Cell",0,"Young",-0.382395548888101,"0"
"Cell_528",691,1108,"Cell",0,"Young",-0.352291079712808,"0"
"Cell_529",1450,2650,"Cell",0,"Young",-0.00452225289420027,"3"
"Cell_530",975,2187,"Cell",0,"Young",-0.358411973068712,"4"
"Cell_531",1250,2313,"Cell",0,"Young",-0.0822020184830857,"1"
"Cell_532",720,1248,"Cell",0,"Young",-0.145083002535505,"1"
"Cell_533",857,1404,"Cell",0,"Young",0.0521454214051085,"1"
"Cell_534",794,1252,"Cell",0,"Young",-0.260766950983102,"0"
"Cell_535",1885,3677,"Cell",0,"Young",0.240196635912248,"6"
"Cell_536",696,1076,"Cell",0,"Young",-0.122997332836696,"2"
"Cell_537",941,1568,"Cell",0,"Young",0.176778053067021,"2"
"Cell_538",1036,1873,"Cell",0,"Young",-0.142034339481283,"0"
"Cell_539",602,903,"Cell",0,"Young",-0.373406988903306,"3"
"Cell_540",1275,2516,"Cell",0,"Young",-0.213960944492083,"1"
"Cell_541",1266,2418,"Cell",0,"Young",-0.183997932607785,"4"
"Cell_542",667,1104,"Cell",0,"Young",-0.47788708124727,"0"
"Cell_543",1172,2033,"Cell",0,"Young",-0.299203277710355,"5"
"Cell_544",620,994,"Cell",0,"Young",-0.526828107447705,"4"
"Cell_545",1369,2462,"Cell",0,"Young",-0.05274579825515,"3"
"Cell_546",901,1498,"Cell",0,"Young",-0.123840654926721,"3"
"Cell_547",595,940,"Cell",0,"Young",-0.219600354447858,"5"
"Cell_548",1726,3782,"Cell",0,"Young",-0.193069627171575,"5"
"Cell_549",756,1189,"Cell",0,"Young",-0.151183887106713,"3"
"Cell_550",1170,1995,"Cell",0,"Young",-0.172599249741306,"5"
"Cell_551",1176,2167,"Cell",0,"Young",0.426348311774517,"3"
"Cell_552",1632,3058,"Cell",0,"Young",0.41317365207776,"4"
"Cell_553",1125,2122,"Cell",0,"Young",-0.0040750211551045,"1"
"Cell_554",598,901,"Cell",0,"Young",0.00568324751455285,"1"
"Cell_555",617,903,"Cell",0,"Young",-0.406167929313547,"0"
"Cell_556",1306,2442,"Cell",0,"Young",0.0407053013754248,"2"
"Cell_557",885,1547,"Cell",0,"Young",-0.508337564697522,"0"
"Cell_558",776,1190,"Cell",0,"Young",-0.183703184416909,"5"
"Cell_559",644,934,"Cell",0,"Young",-0.403998695132956,"3"
