"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","entrezid"
"ENSMUSG00000000290",97.9253018581951,0.859410867776314,0.938794352121818,0.915441029053824,0.359960147435013,0.954659007911892,"Itgb2","16414"
"ENSMUSG00000000295",353.288869987521,0.104333433334577,0.627689863948444,0.166218126700778,0.86798529483293,0.99925033818109,"Hddc2","69692"
"ENSMUSG00000000296",22.7542127385836,2.87854796761657,1.6392788776702,1.7559842970146,0.0790910898711726,0.657952447489215,"Tpd52l1","21987"
"ENSMUSG00000000301",55.4319967103971,0.0210507530093998,0.911955439852688,0.0230830938546736,0.981583991243583,0.99925033818109,"Pemt","18618"
"ENSMUSG00000000303",11.3070979465321,-1.26002369073715,2.57809484858463,-0.488742177747613,0.625024239090424,0.99925033818109,"Cdh1","12550"
"ENSMUSG00000000305",129.477741212209,-0.508027274941919,2.13190681271286,-0.238297130021107,0.811650647156803,0.99925033818109,"Cdh4","12561"
"ENSMUSG00000000308",12.1317108308496,7.03773618475436,3.91030084525837,1.7997940473783,NA,NA,"Ckmt1","12716"
"ENSMUSG00000000317",11456.3291515784,-0.151426864044861,0.244343486701615,-0.619729488553053,0.535435897930585,0.99925033818109,"Bcl6b","12029"
"ENSMUSG00000000318",6.66618007398765,6.17430111646977,3.91320023980414,1.57781374274341,0.114608405708672,0.693611280977857,"Clec10a","17312"
"ENSMUSG00000000320",4124.13221550997,0.0304779730519038,0.464176511034443,0.0656603087993013,0.947648273176626,0.99925033818109,"Alox12","11684"
"ENSMUSG00000000325",910.718014983403,-0.387718872688207,0.658700889095698,-0.58861143063051,0.556121964210278,0.99925033818109,"Arvcf","11877"
"ENSMUSG00000000326",3708.53608679064,-0.250932130927081,0.183988843715063,-1.36384427370874,0.172616582649822,0.779584572925309,"Comt","12846"
"ENSMUSG00000000339",1296.22117247597,0.205626387456466,0.243410017347651,0.844773726640755,0.398237186482138,0.968773906631467,"Rtca","66368"
"ENSMUSG00000000340",385.066777931962,0.466764157274602,0.54032887780339,0.863851954706082,0.387669222823493,0.966654792911733,"Dbt","13171"
"ENSMUSG00000000346",28312.5911271817,0.0306715748934121,0.155008676257661,0.197870052399059,0.843146735614905,0.99925033818109,"Dazap2","23994"
"ENSMUSG00000000355",718.834895839292,-0.0373156737967889,0.292774721333438,-0.127455244861426,0.898580093642999,0.99925033818109,"Mcts1","68995"
"ENSMUSG00000000359",100.605228056372,-0.902351455210436,0.798498109305921,-1.13006085386325,0.258450583302161,0.884905910724315,"Rem1","19700"
"ENSMUSG00000000374",1035.4850897706,0.911793017536749,0.452349883299694,2.01568089481005,0.0438333546614616,0.524535960865334,"Trappc10","216131"
"ENSMUSG00000000378",3264.11150722753,-0.130571318578281,0.273293192946771,-0.477770108982233,0.632813838174219,0.99925033818109,"Ccm2","216527"
"ENSMUSG00000000381",0.737522597977051,-3.06441798648398,3.96650120332306,-0.772574576283165,0.439774195516606,NA,"Wap","22373"
